Apellido,Nombre,Documento,Propuesta,Plan,Estado Inscr.,Calidad,Regular,Locación
Peña,Miguel,24646915,W,2019,Pendiente,Activo,S,Bernal
Ramirez,Marina,24647819,W,2015,Aceptado,Activo,N,Bernal
Diez,Antonio,24648949,W,2012,Aceptado,Pasivo,N,Bernal
Hernandez,Lucia,24649068,W,2012,Aceptado,Activo,N,Bernal
Benito,Martina,24649152,W,2015,Aceptado,Pasivo,S,Bernal
Sanchez,Sebastian,24650925,W,2012,Aceptado,Pasivo,S,Bernal
Calvo,Esteban,24661559,W,2015,Aceptado,Activo,N,Bernal
Santamaria,Jose Luis,24662015,W,2019,Aceptado,Activo,S,Bernal
Blanco,Alfonso,24662032,W,2015,Aceptado,Activo,S,Bernal
Palacios,Daniel,24662625,W,2015,Aceptado,Activo,S,Bernal
Blanco,Lucas,24662631,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Montserrat,24662938,W,2019,Aceptado,Activo,S,Bernal
Herce,Jesus,24663083,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Hugo,24665831,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Raul,24665876,W,2015,Aceptado,Activo,N,Bernal
Sanchez,Julia,24666008,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Concepcion,24666017,W,2015,Aceptado,Activo,N,Bernal
Alonso,Raquel,24666047,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Julio,24670893,W,2019,Aceptado,Activo,S,Bernal
Lopez,Alvaro,24674690,W,2019,Aceptado,Activo,S,Bernal
Hernandez,Sebastian,24681496,W,2012,Aceptado,Activo,N,Bernal
Gomez,Tomas,24690843,W,2015,Aceptado,Activo,N,Bernal
Lopez,Isabel,24709760,W,2019,Aceptado,Activo,S,Bernal
Ortiz,Juan Francisco,24711933,W,2019,Aceptado,Activo,S,Bernal
Marin,Alfredo,24712158,W,2019,Aceptado,Activo,S,Bernal
Alonso,Paula,24718637,W,2019,Aceptado,Activo,S,Bernal
Diez,Jose Miguel,24754799,W,2019,Aceptado,Activo,N,Bernal
Lopez,Elisa,24758371,W,2015,Aceptado,Activo,N,Bernal
Saez,Lidia,24764948,W,2015,Aceptado,Activo,S,Bernal
Saez,Maria,24766665,W,2012,Aceptado,Activo,N,Bernal
Moreno,Agustin,24767988,W,2015,Aceptado,Pasivo,S,Bernal
Romero,Noelia,24769794,W,2019,Aceptado,Activo,S,Bernal
Saez,Mercedes,24769849,W,2015,Aceptado,Activo,S,Bernal
Gomez,Joel,24769955,W,2019,Aceptado,Activo,S,Bernal
Diez,Clara,24775935,W,2015,Aceptado,Activo,S,Bernal
Palacios,Fernando,24828313,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Rosario,24829234,W,2015,Aceptado,Activo,S,Bernal
Merino,Manuela,24835820,W,2015,Aceptado,Activo,S,Bernal
Martin,Ismael,24836865,W,2019,Aceptado,Activo,S,Bernal
Diez,Samuel,24837259,W,2015,Aceptado,Activo,N,Bernal
Rodriguez,Noelia,24838117,W,2012,Aceptado,Pasivo,S,Bernal
Medrano,Albert,24874317,W,2015,Aceptado,Activo,N,Bernal
Gabarri,Andres,24874377,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Fatima,24876805,W,2015,Aceptado,Pasivo,S,Bernal
Santamaria,Esperanza,24876818,W,2019,Pendiente,Activo,S,Bernal
Calvo,Mohamed,24905059,W,2012,Aceptado,Activo,N,Bernal
Palacios,Lidia,24905100,W,2019,Aceptado,Activo,S,Bernal
Palacios,Monica,24907051,W,2019,Aceptado,Activo,S,Bernal
Romero,Pilar,24915181,W,2019,Aceptado,Pasivo,S,Bernal
Santamaria,Mario,24915283,W,2019,Aceptado,Activo,S,Bernal
Fernandez,Inmaculada,24922316,W,2019,Pendiente,Activo,S,Bernal
Ruiz,Jaime,24928381,W,2015,Aceptado,Activo,N,Bernal
Castillo,Claudia,24955344,W,2015,Aceptado,Activo,N,Bernal
Gabarri,Daniela,24961569,W,2019,Aceptado,Activo,S,Bernal
Leon,Angel,24973950,W,2019,Aceptado,Activo,S,Bernal
Ibañez,Julia,25033689,W,2019,Pendiente,Activo,S,Bernal
Merino,Luis Miguel,25033905,W,2012,Aceptado,Activo,N,Bernal
Leon,Ivan,25051807,W,2019,Aceptado,Activo,S,Bernal
Gomez,Maria,25085769,W,2019,Aceptado,Activo,S,Bernal
Moreno,Carmen,25085905,W,2019,Aceptado,Activo,S,Bernal
Gabarri,Cristian,25128972,W,2019,Aceptado,Activo,S,Bernal
Sainz,Maria Teresa,25129065,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Ana,25129146,W,2019,Aceptado,Activo,S,Bernal
Calvo,Miriam,25129598,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Maria Victoria,25129712,W,2015,Aceptado,Activo,S,Bernal
Herce,Beatriz,25129727,W,2019,Aceptado,Activo,S,Bernal
Palacios,Lorena,25174653,W,2019,Pendiente,Activo,S,Bernal
Muñoz,Amparo,25187348,W,2019,Pendiente,Activo,S,Bernal
Fernandez,Monica,25200596,W,2015,Aceptado,Activo,N,Bernal
Hernandez,Alexander,25207768,W,2015,Aceptado,Activo,N,Bernal
Calvo,Mario,25230442,W,2015,Aceptado,Activo,N,Bernal
Perez,Maria Antonia,25239458,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Miguel Angel,25251611,W,2019,Aceptado,Activo,S,Bernal
Herce,Inmaculada,25256954,W,2019,Aceptado,Activo,S,Bernal
Leon,Consuelo,25258839,W,2019,Aceptado,Activo,S,Bernal
Castillo,Rosa,25258907,W,2015,Aceptado,Activo,N,Bernal
Gonzalez,Fatima,25267886,W,2015,Aceptado,Activo,N,Bernal
Marin,Silvia,25269623,W,2015,Aceptado,Activo,N,Bernal
Torres,Jorge,25300737,W,2019,Aceptado,Activo,S,Bernal
Espinosa,Agustin,25301110,W,2015,Aceptado,Pasivo,S,Bernal
Gutierrez,Javier,25301398,W,2015,Aceptado,Activo,N,Bernal
Peña,Joaquin,25301960,W,2015,Aceptado,Activo,N,Bernal
Hernandez,Cesar,25302049,W,2019,Aceptado,Activo,S,Bernal
Ruiz,Diana,25302718,W,2019,Aceptado,Activo,S,Bernal
Ramirez,Luisa,25303450,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Alicia,25318338,W,2019,Aceptado,Activo,S,Bernal
Garrido,Francisca,25328866,W,2019,Aceptado,Activo,S,Bernal
Miguel,Marcos,25328997,W,2015,Aceptado,Activo,N,Bernal
Castillo,Arturo,25331593,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Jaime,25348565,W,2015,Aceptado,Activo,N,Bernal
Sanz,Gonzalo,25348744,W,2019,Aceptado,Activo,S,Bernal
Alonso,Vicente,25348900,W,2015,Aceptado,Activo,N,Bernal
Hernandez,Juana,25349611,W,2019,Aceptado,Activo,S,Bernal
Romero,Adriana,25349644,W,2015,Aceptado,Activo,S,Bernal
Ibañez,Noelia,25349761,W,2019,Aceptado,Activo,S,Bernal
Espinosa,Juana,25372304,W,2019,Aceptado,Activo,S,Bernal
Romero,Maria Victoria,25374884,W,2012,Aceptado,Activo,N,Bernal
Rodriguez,Nuria,25381796,W,2015,Aceptado,Activo,N,Bernal
Rubio,Isaac,25384459,W,2015,Aceptado,Activo,N,Bernal
Calvo,Maria Concepcion,25387379,W,2019,Aceptado,Activo,N,Bernal
Rubio,Maria Concepcion,25393048,W,2019,Aceptado,Activo,S,Bernal
Diaz,Julio,25398713,W,2019,Aceptado,Activo,S,Bernal
Ortega,Francisca,25399730,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Patricia,25413134,W,2019,Aceptado,Activo,S,Bernal
Diez,Alexander,25467735,W,2019,Aceptado,Activo,S,Bernal
Peña,Josep,25475007,W,2015,Aceptado,Activo,N,Bernal
Peña,Victor Manuel,25475187,W,2019,Aceptado,Activo,S,Bernal
Palacios,Felipe,25491962,W,2015,Aceptado,Activo,N,Bernal
Santamaria,Ramon,25503150,W,2019,Aceptado,Activo,S,Bernal
Herce,Teresa,25505180,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Maria Mercedes,25505542,W,2015,Aceptado,Activo,N,Bernal
Lopez,Jesus,25517362,W,2012,Aceptado,Pasivo,N,Bernal
Romero,Ignacio,25517650,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Adolfo,25517808,W,2015,Aceptado,Activo,N,Bernal
Gomez,Joan,25525446,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Guillermo,25526337,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Anna,25540323,W,2019,Aceptado,Activo,S,Bernal
Torres,Xavier,25540346,W,2015,Aceptado,Activo,N,Bernal
Peña,Alba,25545824,W,2019,Aceptado,Activo,S,Bernal
Ibañez,Ana,25545992,W,2019,Aceptado,Activo,S,Bernal
Diaz,Mario,25546711,W,2015,Aceptado,Activo,S,Bernal
Alvarez,Luis Miguel,25546824,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Rosa,25547011,W,2015,Aceptado,Activo,N,Bernal
Blanco,Xavier,25547061,W,2015,Aceptado,Activo,S,Bernal
Perez,Mariano,25547192,W,2015,Aceptado,Activo,N,Bernal
Garrido,Iker,25547194,W,2019,Pendiente,Activo,S,Bernal
Herce,Adriana,25547225,W,2019,Aceptado,Activo,S,Bernal
Lopez,Lucia,25547367,W,2012,Aceptado,Activo,N,Bernal
Muñoz,Dolores,25547517,W,2019,Pendiente,Activo,S,Bernal
Palacios,Hector,25547616,W,2019,Aceptado,Activo,S,Bernal
Medrano,Claudia,25547627,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Salvador,25547853,W,2019,Aceptado,Activo,S,Bernal
Herce,Jose Ignacio,25547910,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Marina,25548239,W,2019,Pendiente,Activo,S,Bernal
Ibañez,Xavier,25548338,W,2012,Aceptado,Activo,N,Bernal
Ibañez,Virginia,25548557,W,2019,Aceptado,Activo,S,Bernal
Sanchez,Soledad,25567465,W,2015,Aceptado,Activo,N,Bernal
Gomez,Angel,25605226,W,2019,Aceptado,Activo,S,Bernal
Alonso,Isabel,25644164,W,2019,Pendiente,Activo,S,Bernal
Diez,Begoña,25644287,W,2015,Aceptado,Activo,N,Bernal
Merino,Alfonso,25644352,W,2019,Aceptado,Activo,S,Bernal
Merino,Raul,25644908,W,2019,Aceptado,Activo,S,Bernal
Garrido,Nicolas,25766756,W,2019,Aceptado,Activo,S,Bernal
Perez,Eva,25775853,W,2015,Aceptado,Activo,N,Bernal
Castillo,Victor,25776258,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Margarita,25785461,W,2019,Aceptado,Activo,S,Bernal
Merino,Marcos,25829338,W,2019,Aceptado,Activo,S,Bernal
Blanco,Jose,25874516,W,2019,Aceptado,Activo,S,Bernal
Leon,Guillermo,25901620,W,2019,Aceptado,Activo,S,Bernal
Fernandez,Lidia,25903620,W,2019,Pendiente,Activo,S,Bernal
Diaz,Alex,25904195,W,2019,Aceptado,Activo,S,Bernal
Merino,Isabel,25906146,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Ismael,25906672,W,2015,Aceptado,Activo,N,Bernal
Saez,Gloria,25907479,W,2019,Aceptado,Activo,N,Bernal
Garrido,Enrique,25930465,W,2015,Aceptado,Activo,N,Bernal
Castillo,Pablo,25937598,W,2012,Aceptado,Activo,N,Bernal
Gabarri,Emilia,25937660,W,2019,Aceptado,Activo,S,Bernal
Sainz,Ana Maria,25937793,W,2019,Aceptado,Activo,N,Bernal
Ochoa,Mar,25938095,W,2015,Aceptado,Activo,N,Bernal
Gil,Consuelo,25938338,W,2019,Aceptado,Activo,S,Bernal
Moreno,Joan,25938448,W,2019,Aceptado,Activo,S,Bernal
Herce,Joan,25965404,W,2015,Aceptado,Activo,S,Bernal
Medrano,Laura,25965678,W,2015,Aceptado,Activo,S,Bernal
Ramirez,Ana,26008371,W,2019,Aceptado,Activo,S,Bernal
Merino,Clara,26008603,W,2019,Aceptado,Activo,S,Bernal
Garrido,Dario,26037712,W,2019,Aceptado,Activo,S,Bernal
Gil,Maria Josefa,26043462,W,2019,Aceptado,Activo,S,Bernal
Rubio,Marina,26050159,W,2019,Aceptado,Activo,S,Bernal
Calvo,Juan Manuel,26050454,W,2015,Aceptado,Pasivo,S,Bernal
Gil,Jaime,26051358,W,2019,Aceptado,Activo,S,Bernal
Garcia,Jesus,26087425,W,2015,Aceptado,Activo,N,Bernal
Diez,Ana Isabel,26087583,W,2019,Aceptado,Activo,S,Bernal
Sainz,Agustin,26087684,W,2019,Aceptado,Activo,S,Bernal
Perez,Sara,26087916,W,2019,Aceptado,Activo,S,Bernal
Peña,Rosa,26087972,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Mohammed,26089309,W,2015,Aceptado,Activo,S,Bernal
Garcia,Silvia,26093351,W,2019,Aceptado,Activo,S,Bernal
Sainz,Ana Belen,26106117,W,2019,Aceptado,Activo,S,Bernal
Martin,Alvaro,26107815,W,2019,Aceptado,Activo,S,Bernal
Saez,Pedro,26115895,W,2019,Aceptado,Activo,S,Bernal
Marin,Alfonso,26118285,W,2019,Aceptado,Activo,S,Bernal
Sanz,Julia,26184990,W,2019,Aceptado,Activo,S,Bernal
Rubio,Felipe,26210256,W,2015,Aceptado,Pasivo,S,Bernal
Gil,Pedro,26211341,W,2019,Aceptado,Activo,S,Bernal
Garrido,Arturo,26211381,W,2015,Aceptado,Pasivo,N,Bernal
Diaz,Carlos,26211481,W,2019,Pendiente,Activo,S,Bernal
Rubio,Mohammed,26211794,W,2019,Aceptado,Activo,S,Bernal
Herce,Maria Antonia,26214348,W,2015,Aceptado,Pasivo,S,Bernal
Gutierrez,Ricardo,26215790,W,2019,Aceptado,Activo,S,Bernal
Diaz,Rodrigo,26227183,W,2019,Aceptado,Activo,S,Bernal
Lopez,Angela,26232487,W,2019,Aceptado,Activo,S,Bernal
Peña,Sonia,26254847,W,2019,Aceptado,Activo,S,Bernal
Saez,Paula,26295237,W,2015,Aceptado,Activo,N,Bernal
Marin,Monica,26304534,W,2019,Aceptado,Activo,S,Bernal
Saenz,Rosario,26307738,W,2019,Aceptado,Activo,S,Bernal
Saenz,Alicia,26318440,W,2015,Aceptado,Activo,S,Bernal
Calvo,Olga,26318673,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Miguel Angel,26357393,W,2019,Aceptado,Activo,S,Bernal
Herce,Ruben,26360525,W,2019,Aceptado,Activo,S,Bernal
Merino,Luz,26374078,W,2019,Aceptado,Activo,S,Bernal
Hernandez,Rafael,26382042,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Antonia,26392883,W,2019,Aceptado,Activo,S,Bernal
Hernandez,Emilio,26431367,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Alex,26437323,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Eva,26437398,W,2015,Aceptado,Activo,S,Bernal
Alvarez,Isabel,26437554,W,2012,Aceptado,Activo,N,Bernal
Martin,Sonia,26437617,W,2019,Aceptado,Activo,S,Bernal
Blanco,Eduardo,26437751,W,2019,Aceptado,Activo,N,Bernal
Perez,Salvador,26437775,W,2019,Aceptado,Activo,S,Bernal
Pascual,Blanca,26438002,W,2012,Aceptado,Activo,N,Bernal
Ortega,Mateo,26478093,W,2015,Aceptado,Activo,S,Bernal
Calvo,Nerea,26482107,W,2015,Aceptado,Activo,N,Bernal
Martin,Mohammed,26482366,W,2012,Aceptado,Activo,N,Bernal
Blanco,Domingo,26520378,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Ignacio,26532802,W,2019,Aceptado,Activo,S,Bernal
Ortega,Adriana,26541518,W,2012,Aceptado,Activo,N,Bernal
Castillo,Christian,26541798,W,2015,Aceptado,Pasivo,S,Bernal
Saenz,Dolores,26542022,W,2019,Aceptado,Activo,S,Bernal
Diez,Salvador,26542031,W,2019,Aceptado,Activo,S,Bernal
Miguel,Juan,26542051,W,2019,Aceptado,Activo,S,Bernal
Moreno,Ainhoa,26543151,W,2019,Aceptado,Activo,S,Bernal
Jimenez,Roberto,26545149,W,2015,Aceptado,Activo,N,Bernal
Leon,Felix,26630096,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Martina,26630977,W,2015,Aceptado,Activo,N,Bernal
Gutierrez,Esteban,26674189,W,2012,Aceptado,Activo,N,Bernal
Castillo,Agustin,26687956,W,2015,Aceptado,Activo,N,Bernal
Ortiz,Cristobal,26706650,W,2015,Aceptado,Activo,N,Bernal
Ezquerro,Ana Maria,26706868,W,2015,Aceptado,Activo,N,Bernal
Alvarez,Mateo,26707029,W,2019,Aceptado,Activo,S,Bernal
Santamaria,Claudia,26712959,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Luis,26748463,W,2019,Aceptado,Activo,S,Bernal
Gil,Carla,26761527,W,2019,Aceptado,Activo,S,Bernal
Castillo,Encarnacion,26775988,W,2019,Aceptado,Activo,S,Bernal
Martin,Nuria,26775992,W,2019,Aceptado,Activo,S,Bernal
Marin,Blanca,26776053,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Iker,26776318,W,2015,Aceptado,Activo,N,Bernal
Miguel,Jose,26783374,W,2015,Aceptado,Activo,N,Bernal
Sainz,Carlos,26789488,W,2015,Aceptado,Activo,S,Bernal
Alonso,Lidia,26793760,W,2019,Aceptado,Activo,S,Bernal
Leon,Javier,26809701,W,2019,Pendiente,Activo,S,Bernal
Ramirez,Luisa,26821836,W,2015,Aceptado,Activo,N,Bernal
Santamaria,Celia,26869024,W,2019,Aceptado,Activo,S,Bernal
Gomez,Gema,26873076,W,2019,Aceptado,Activo,S,Bernal
Alvarez,Luis Miguel,26873278,W,2019,Aceptado,Activo,S,Bernal
Pascual,Maria Cristina,26874155,W,2019,Aceptado,Activo,S,Bernal
Marin,Marco,26892652,W,2019,Aceptado,Activo,S,Bernal
Gutierrez,Joel,26893824,W,2015,Aceptado,Activo,N,Bernal
Garrido,Maria Teresa,26894430,W,2015,Aceptado,Activo,N,Bernal
Sainz,Carla,26894501,W,2019,Aceptado,Activo,N,Bernal
Sanchez,Marcos,26894658,W,2019,Aceptado,Activo,S,Bernal
Pascual,David,26894850,W,2019,Aceptado,Activo,S,Bernal
Gonzalez,Nuria,26895017,W,2015,Aceptado,Activo,N,Bernal
Dominguez,Diana,26895336,W,2019,Aceptado,Activo,S,Bernal
Benito,Aitor,26895394,W,2019,Aceptado,Activo,S,Bernal
Alonso,Andrea,26907098,W,2019,Aceptado,Activo,S,Bernal
Dominguez,Ana Maria,26908091,W,2019,Aceptado,Activo,S,Bernal
Calvo,Susana,26908191,W,2015,Aceptado,Activo,S,Bernal
Diaz,Ana Isabel,26908415,W,2015,Aceptado,Activo,S,Bernal
Ortiz,Maria,26908666,W,2015,Aceptado,Activo,S,Bernal
Muñoz,Xavier,26908804,W,2019,Aceptado,Activo,S,Bernal
Lopez,Antonio,26908937,W,2015,Aceptado,Activo,N,Bernal
Blanco,Luisa,26909037,W,2019,Aceptado,Activo,S,Bernal
Saez,Esteban,26909229,W,2019,Aceptado,Activo,S,Bernal
Gil,Alexander,26909430,W,2012,Aceptado,Activo,N,Bernal
Dominguez,Jose Francisco,26923651,W,2019,Aceptado,Activo,S,Bernal
Ortega,Alicia,26940472,W,2019,Aceptado,Activo,S,Bernal
Perez,Jose Ignacio,26944618,W,2019,Aceptado,Activo,S,Bernal
Castillo,Salvador,26946481,W,2015,Aceptado,Activo,N,Bernal
Ochoa,Felipe,26956960,W,2019,Aceptado,Activo,S,Bernal
Cordon,Jose Carlos,26971996,W,2019,Aceptado,Activo,S,Bernal
Leon,Fernando,26988895,W,2015,Aceptado,Pasivo,S,Bernal
Sanchez,Jordi,26989464,W,2012,Aceptado,Pasivo,N,Bernal
Gabarri,Juana,27026501,W,2015,Aceptado,Activo,N,Bernal
Diaz,Marina,27026541,W,2019,Aceptado,Activo,S,Bernal
Castillo,Ricardo,27026889,W,2019,Aceptado,Activo,S,Bernal
Ortiz,Maria Dolores,27044989,W,2012,Aceptado,Activo,S,Bernal
Sanz,Monica,27049664,W,2015,Aceptado,Activo,S,Bernal
Romero,Sergio,27060469,W,2019,Aceptado,Activo,S,Bernal
Diez,Ignacio,27078307,W,2019,Aceptado,Activo,N,Bernal
Diaz,Juan Francisco,27082581,W,2015,Aceptado,Activo,S,Bernal
Garrido,Nieves,27083654,W,2019,Aceptado,Activo,S,Bernal
Martinez,Julia,27083935,W,2015,Aceptado,Activo,S,Bernal
Ibañez,Raquel,27127961,W,2012,Aceptado,Activo,N,Bernal
Alvarez,Concepcion,27134627,W,2019,Aceptado,Activo,S,Bernal
Perez,David,27135740,W,2019,Aceptado,Activo,S,Bernal
Calvo,Monica,27138133,W,2019,Aceptado,Activo,S,Bernal
Peña,Adolfo,27139558,W,2019,Aceptado,Activo,S,Bernal
Garrido,Carmen,27163643,W,2019,Aceptado,Activo,S,Bernal
Jimenez,Ines,27163950,W,2015,Aceptado,Pasivo,S,Bernal
Rodriguez,Juan Luis,27168491,W,2012,Aceptado,Activo,N,Bernal
Ezquerro,Maria Rosa,27170352,W,2019,Aceptado,Activo,S,Bernal
Cordon,Carmen,27170475,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Sebastian,27180112,W,2019,Aceptado,Activo,S,Bernal
Gomez,Jordi,27180367,W,2019,Aceptado,Activo,S,Bernal
Jimenez,Maria Mercedes,27180538,W,2019,Aceptado,Activo,S,Bernal
Calvo,Mateo,27182197,W,2015,Aceptado,Activo,N,Bernal
Ortega,Maria Luisa,27195228,W,2015,Aceptado,Activo,N,Bernal
Diaz,Juan Jose,27198093,W,2015,Aceptado,Activo,S,Bernal
Saez,Anna,27198198,W,2012,Aceptado,Activo,N,Bernal
Dominguez,Ruben,27198584,W,2019,Aceptado,Activo,S,Bernal
Rubio,Maria Teresa,27199510,W,2015,Aceptado,Activo,S,Bernal
Ortiz,Jose,27231062,W,2019,Aceptado,Activo,S,Bernal
Castillo,Agustin,27243468,W,2015,Aceptado,Activo,N,Bernal
Ramirez,Diego,27266047,W,2015,Aceptado,Activo,S,Bernal
Peña,Patricia,27268729,W,2015,Aceptado,Activo,N,Bernal
Benito,Alfonso,27285441,W,2015,Aceptado,Activo,N,Bernal
Moreno,Maria Rosa,27285442,W,2019,Aceptado,Activo,S,Bernal
Jimenez,Luz,27285525,W,2019,Aceptado,Activo,S,Bernal
Lopez,Noelia,27285617,W,2015,Aceptado,Activo,N,Bernal
Ezquerro,Francisca,27285621,W,2019,Aceptado,Activo,S,Bernal
Romero,Mariano,27285649,W,2019,Aceptado,Activo,S,Bernal
Saez,Juan Jose,27285685,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Ruben,27288827,W,2012,Aceptado,Activo,N,Bernal
Torres,Aitor,27317383,W,2012,Aceptado,Activo,N,Bernal
Cordon,Hector,27324106,W,2015,Aceptado,Activo,S,Bernal
Cordon,Juana,27324311,W,2015,Aceptado,Activo,N,Bernal
Jimenez,Roberto,27324487,W,2019,Aceptado,Activo,S,Bernal
Diez,Jose,27324529,W,2019,Aceptado,Activo,S,Bernal
Herce,Agustin,27324573,W,2019,Aceptado,Activo,S,Bernal
Hernandez,Rocio,27324661,W,2019,Aceptado,Activo,S,Bernal
Muñoz,Iker,27324681,W,2019,Aceptado,Activo,S,Bernal
Diaz,Rafael,27324687,W,2019,Aceptado,Activo,S,Bernal
Leon,Angela,27324736,W,2019,Aceptado,Activo,N,Bernal
Garcia,Patricia,27325019,W,2019,Aceptado,Activo,S,Bernal
Rodriguez,Nicolas,27352919,W,2015,Aceptado,Activo,N,Bernal
Lopez,Nuria,27393071,W,2015,Aceptado,Pasivo,S,Bernal
Sainz,Mercedes,27393712,W,2015,Aceptado,Activo,N,Bernal
Cordon,Irene,27398068,W,2015,Aceptado,Activo,N,Bernal
Benito,Alberto,27400684,W,2015,Aceptado,Activo,N,Bernal
Blanco,Arturo,27422583,W,2019,Aceptado,Activo,S,Bernal
Ruiz,Ainhoa,27426273,W,2019,Aceptado,Activo,S,Bernal
Martin,Angel,27426285,W,2019,Aceptado,Activo,S,Bernal
Fernandez,Maria Mar,27426286,W,2019,Aceptado,Activo,S,Bernal
Moreno,Marco,27426461,W,2015,Aceptado,Activo,S,Bernal
Benito,Isabel,27426546,W,2019,Pendiente,Activo,S,Bernal
Gomez,Catalina,27440075,W,2019,Aceptado,Pasivo,S,Bernal
Diaz,Jose Antonio,27440085,W,2019,Aceptado,Activo,S,Bernal
Moreno,Antonia,27487122,W,2019,Aceptado,Activo,S,Bernal
Garrido,Salvador,27499779,W,2019,Aceptado,Activo,S,Bernal
Garcia,Pablo,27500295,W,2019,Aceptado,Activo,S,Bernal
Leon,Martin,27500298,W,2019,Aceptado,Activo,S,Bernal
Blanco,Domingo,27500331,W,2015,Aceptado,Activo,S,Bernal
Marin,Teresa,27500543,W,2019,Aceptado,Activo,S,Bernal
Fernandez,Roberto,27504060,W,2019,Aceptado,Activo,S,Bernal
Sainz,Monica,27511800,W,2019,Aceptado,Activo,S,Bernal
Leon,Vicente,27511898,W,2019,Aceptado,Activo,S,Bernal
Alonso,Ismael,27512006,W,2019,Aceptado,Activo,S,Bernal
Marin,Rocio,27513828,W,2019,Aceptado,Activo,S,Bernal
Miguel,Felix,27519633,W,2019,Aceptado,Activo,S,Bernal
Martinez,Hugo,27519658,W,2019,Aceptado,Activo,S,Bernal
Benito,Andrea,27521550,W,2019,Aceptado,Activo,S,Bernal
Ezquerro,Angela,27545726,W,2015,Aceptado,Activo,N,Bernal
Gabarri,Cristobal,27622777,W,2019,Pendiente,Activo,S,Bernal
Leon,Rocio,27625633,W,2019,Aceptado,Activo,S,Bernal
Calvo,Joaquin,27687042,W,2015,Aceptado,Activo,N,Bernal
Palacios,Lorenzo,27688585,W,2012,Aceptado,Activo,S,Bernal
Ortega,Jose Carlos,27702628,W,2019,Aceptado,Activo,S,Bernal
Alonso,Gabriel,27706702,W,2015,Aceptado,Activo,S,Bernal
Gutierrez,Jose Manuel,27706918,W,2012,Aceptado,Activo,N,Bernal
Hernandez,Maria Jesus,27706932,W,2019,Aceptado,Activo,S,Bernal
Medrano,Agustin,27708042,W,2015,Aceptado,Activo,N,Bernal
Cordon,Francisco Jose,27738355,W,2019,Aceptado,Activo,S,Bernal
Ochoa,Maria Mar,27742598,W,2019,Aceptado,Activo,S,Bernal
Ortega,Maria Victoria,27742661,W,2015,Aceptado,Activo,S,Bernal
Merino,Dolores,27756244,W,2015,Aceptado,Activo,N,Bernal
Peña,Hugo,27756458,W,2019,Aceptado,Activo,S,Bernal
Moreno,Francisco Javier,27756497,W,2019,Aceptado,Activo,N,Bernal
Alvarez,Eric,27756621,W,2015,Aceptado,Activo,S,Bernal
Sainz,Jorge,27806563,W,2015,Aceptado,Activo,N,Bernal
Dominguez,Begoña,27815033,W,2019,Aceptado,Activo,S,Bernal
Gomez,Salvador,27821848,W,2019,Aceptado,Activo,S,Bernal
Garcia,Sofia,27832966,W,2012,Aceptado,Activo,N,Bernal
Moreno,Jose Carlos,27833810,W,2019,Aceptado,Activo,S,Bernal
Ibañez,Maria Concepcion,27855497,W,2015,Aceptado,Pasivo,S,Bernal
Peña,Guillermo,27855602,W,2019,Aceptado,Activo,S,Bernal
Herce,Maria Elena,27896782,W,2015,Aceptado,Activo,N,Bernal
Ruiz,Josefa,27900355,W,2019,Aceptado,Activo,S,Bernal
Pascual,Sergio,27915677,W,2015,Aceptado,Activo,N,Bernal
Moreno,Gloria,27927833,W,2019,Aceptado,Activo,S,Bernal
Garcia,Ramon,27927994,W,2019,Aceptado,Activo,S,Bernal
Romero,Pilar,27931806,W,2019,Aceptado,Activo,S,Bernal
Saenz,Carmen,27949829,W,2019,Aceptado,Activo,S,Bernal
